
📺央视频道,#genre#
东南卫视,http://58.37.123.53/rtp/239.45.1.121:5140$上海电信组播源-cache:58.37.123.53
东南卫视,http://116.226.193.197/rtp/239.45.1.121:5140$上海电信组播源-cache:116.226.193.197
东南卫视,http://116.237.125.143/rtp/239.45.1.121:5140$上海电信组播源-cache:116.237.125.143
东南卫视,http://222.64.233.176/rtp/239.45.1.121:5140$上海电信组播源-cache:222.64.233.176
东南卫视,http://222.70.21.43/rtp/239.45.1.121:5140$上海电信组播源-cache:222.70.21.43
东南卫视,http://58.37.252.90/rtp/239.45.1.121:5140$上海电信组播源-cache:58.37.252.90
东南卫视,http://116.235.85.69/rtp/239.45.1.121:5140$上海电信组播源-cache:116.235.85.69
东南卫视,http://139.196.214.238/rtp/239.45.1.121:5140$上海电信组播源-cache:139.196.214.238
甘肃卫视,http://222.67.177.132/rtp/239.45.1.234:5140$上海电信组播源-cache:222.67.177.132
甘肃卫视,http://222.68.37.58/rtp/239.45.1.234:5140$上海电信组播源-cache:222.68.37.58
甘肃卫视,http://58.37.123.53/rtp/239.45.1.234:5140$上海电信组播源-cache:58.37.123.53
甘肃卫视,http://116.226.193.197/rtp/239.45.1.234:5140$上海电信组播源-cache:116.226.193.197
甘肃卫视,http://116.237.125.143/rtp/239.45.1.234:5140$上海电信组播源-cache:116.237.125.143
甘肃卫视,http://222.64.233.176/rtp/239.45.1.234:5140$上海电信组播源-cache:222.64.233.176
甘肃卫视,http://222.70.21.43/rtp/239.45.1.234:5140$上海电信组播源-cache:222.70.21.43
甘肃卫视,http://58.37.252.90/rtp/239.45.1.234:5140$上海电信组播源-cache:58.37.252.90
甘肃卫视,http://116.235.85.69/rtp/239.45.1.234:5140$上海电信组播源-cache:116.235.85.69
甘肃卫视,http://139.196.214.238/rtp/239.45.1.234:5140$上海电信组播源-cache:139.196.214.238
广西卫视,http://222.67.177.132/rtp/239.45.0.5:5140$上海电信组播源-cache:222.67.177.132
广西卫视,http://222.68.37.58/rtp/239.45.0.5:5140$上海电信组播源-cache:222.68.37.58
广西卫视,http://58.37.123.53/rtp/239.45.0.5:5140$上海电信组播源-cache:58.37.123.53
广西卫视,http://116.226.193.197/rtp/239.45.0.5:5140$上海电信组播源-cache:116.226.193.197
广西卫视,http://116.237.125.143/rtp/239.45.0.5:5140$上海电信组播源-cache:116.237.125.143
广西卫视,http://222.64.233.176/rtp/239.45.0.5:5140$上海电信组播源-cache:222.64.233.176
广西卫视,http://222.70.21.43/rtp/239.45.0.5:5140$上海电信组播源-cache:222.70.21.43
